CountryKey,NOC,Country,Gold,Silver,Bronze,Total,SourceFile,Year,country_full,region,population,area_(sq._mi.),pop._density_(per_sq._mi.),coastline_(coast_area_ratio),net_migration,infant_mortality_(per_1000_births),gdp_($_per_capita),literacy_(percent),phones_(per_1000),arable_(percent),crops_(percent),other_(percent),climate,birthrate,deathrate,agriculture,industry,service
SWITZERLAND,SUI,SUI,3,2,2,7,Rio 2016 Olympics Nations Medals.csv,2016,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,5,6,4,15,PyeongChang 2018 Olympics Nations Medals.csv,2018,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,3,4,6,13,Tokyo 2020 Olympics Nations Medals.csv,2020,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,7,2,6,15,beijing_2022_Olympics_Nations_Medals.csv,2022,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,1,2,5,8,Paris 2024 Olympics_Nations Medals.csv,2024,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SLOVAKIA,SVK,SVK,1,1,1,3,Atlanta 1996 Olympics Nations Medals.csv,1996,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SLOVAKIA,SVK,SVK,1,3,1,5,Sydney 2000 Olympics Nations Medals.csv,2000,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SLOVAKIA,SVK,SVK,2,2,2,6,Athens 2004 Olympics Nations Medals.csv,2004,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SLOVAKIA,SVK,SVK,0,1,0,1,Torino 2006 Olympics Nations Medals.csv,2006,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SLOVAKIA,SVK,SVK,1,1,1,3,Vancouver 2010 Olympics Nations Medals.csv,2010,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SLOVAKIA,SVK,SVK,0,1,3,4,London 2012 Olympics Nations Medals.csv,2012,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SLOVAKIA,SVK,SVK,1,0,0,1,Sochi 2014 Olympics Nations Medals.csv,2014,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SLOVAKIA,SVK,SVK,2,2,0,4,Rio 2016 Olympics Nations Medals.csv,2016,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SLOVAKIA,SVK,SVK,1,2,0,3,PyeongChang 2018 Olympics Nations Medals.csv,2018,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SLOVAKIA,SVK,SVK,1,2,1,4,Tokyo 2020 Olympics Nations Medals.csv,2020,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SLOVAKIA,SVK,SVK,1,0,1,2,beijing_2022_Olympics_Nations_Medals.csv,2022,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SLOVAKIA,SVK,SVK,0,0,1,1,Paris 2024 Olympics_Nations Medals.csv,2024,Slovakia,EASTERN EUROPE,5439448,48845,111.4,0,0.3,7.41,13300,,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672
SWEDEN,SWE,SWE,2,1,0,3,Lillehammer 1994 Olympics Nations Medals.csv,1994,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,2,4,2,8,Atlanta 1996 Olympics Nations Medals.csv,1996,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,0,2,1,3,Nagano 1998 Olympics Nations Medals.csv,1998,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,4,5,3,12,Sydney 2000 Olympics Nations Medals.csv,2000,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,0,2,5,7,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,4,2,1,7,Athens 2004 Olympics Nations Medals.csv,2004,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,7,2,5,14,Torino 2006 Olympics Nations Medals.csv,2006,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,5,2,4,11,Vancouver 2010 Olympics Nations Medals.csv,2010,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,1,4,3,8,London 2012 Olympics Nations Medals.csv,2012,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,2,7,6,15,Sochi 2014 Olympics Nations Medals.csv,2014,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,2,6,3,11,Rio 2016 Olympics Nations Medals.csv,2016,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,7,6,1,14,PyeongChang 2018 Olympics Nations Medals.csv,2018,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,3,6,0,9,Tokyo 2020 Olympics Nations Medals.csv,2020,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,8,5,5,18,beijing_2022_Olympics_Nations_Medals.csv,2022,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SWEDEN,SWE,SWE,4,4,3,11,Paris 2024 Olympics_Nations Medals.csv,2024,Sweden,WESTERN EUROPE,9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707
SYRIA,SYR,SYR,1,0,0,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Syria,NEAR EAST,18881361,185180,102,0.1,0,29.53,3300,76.9,153.8,25.22,4.43,70.35,1,27.76,4.81,0.249,0.23,0.519
SYRIA,SYR,SYR,0,0,1,1,Athens 2004 Olympics Nations Medals.csv,2004,Syria,NEAR EAST,18881361,185180,102,0.1,0,29.53,3300,76.9,153.8,25.22,4.43,70.35,1,27.76,4.81,0.249,0.23,0.519
SYRIA,SYR,SYR,0,0,1,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Syria,NEAR EAST,18881361,185180,102,0.1,0,29.53,3300,76.9,153.8,25.22,4.43,70.35,1,27.76,4.81,0.249,0.23,0.519
,TGA,TGA,0,1,0,1,Atlanta 1996 Olympics Nations Medals.csv,1996,,,,,,,,,,,,,,,,,,,,
THAILAND,THA,THA,1,0,1,2,Atlanta 1996 Olympics Nations Medals.csv,1996,Thailand,ASIA (EX. NEAR EAST),64631595,514000,125.7,0.63,0,20.48,7400,92.6,108.9,29.36,6.46,64.18,2,13.87,7.04,0.099,0.441,0.46
THAILAND,THA,THA,1,0,2,3,Sydney 2000 Olympics Nations Medals.csv,2000,Thailand,ASIA (EX. NEAR EAST),64631595,514000,125.7,0.63,0,20.48,7400,92.6,108.9,29.36,6.46,64.18,2,13.87,7.04,0.099,0.441,0.46
THAILAND,THA,THA,3,1,4,8,Athens 2004 Olympics Nations Medals.csv,2004,Thailand,ASIA (EX. NEAR EAST),64631595,514000,125.7,0.63,0,20.48,7400,92.6,108.9,29.36,6.46,64.18,2,13.87,7.04,0.099,0.441,0.46
THAILAND,THA,THA,0,2,2,4,London 2012 Olympics Nations Medals.csv,2012,Thailand,ASIA (EX. NEAR EAST),64631595,514000,125.7,0.63,0,20.48,7400,92.6,108.9,29.36,6.46,64.18,2,13.87,7.04,0.099,0.441,0.46
THAILAND,THA,THA,2,2,2,6,Rio 2016 Olympics Nations Medals.csv,2016,Thailand,ASIA (EX. NEAR EAST),64631595,514000,125.7,0.63,0,20.48,7400,92.6,108.9,29.36,6.46,64.18,2,13.87,7.04,0.099,0.441,0.46
THAILAND,THA,THA,1,0,1,2,Tokyo 2020 Olympics Nations Medals.csv,2020,Thailand,ASIA (EX. NEAR EAST),64631595,514000,125.7,0.63,0,20.48,7400,92.6,108.9,29.36,6.46,64.18,2,13.87,7.04,0.099,0.441,0.46
THAILAND,THA,THA,1,3,2,6,Paris 2024 Olympics_Nations Medals.csv,2024,Thailand,ASIA (EX. NEAR EAST),64631595,514000,125.7,0.63,0,20.48,7400,92.6,108.9,29.36,6.46,64.18,2,13.87,7.04,0.099,0.441,0.46
TAJIKISTAN,TJK,TJK,0,0,1,1,London 2012 Olympics Nations Medals.csv,2012,Tajikistan,C.W. OF IND. STATES,7320815,143100,51.2,0,-2.86,110.76,1000,99.4,33.5,6.61,0.92,92.47,2,32.65,8.25,0.234,0.286,0.48
TAJIKISTAN,TJK,TJK,1,0,0,1,Rio 2016 Olympics Nations Medals.csv,2016,Tajikistan,C.W. OF IND. STATES,7320815,143100,51.2,0,-2.86,110.76,1000,99.4,33.5,6.61,0.92,92.47,2,32.65,8.25,0.234,0.286,0.48
TAJIKISTAN,TJK,TJK,0,0,3,3,Paris 2024 Olympics_Nations Medals.csv,2024,Tajikistan,C.W. OF IND. STATES,7320815,143100,51.2,0,-2.86,110.76,1000,99.4,33.5,6.61,0.92,92.47,2,32.65,8.25,0.234,0.286,0.48
TURKMENISTAN,TKM,TKM,0,1,0,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Turkmenistan,C.W. OF IND. STATES,5042920,488100,10.3,0,-0.86,73.08,5800,98,74.6,3.72,0.14,96.14,1,27.61,8.6,0.209,0.38,0.411
TAIWAN,TPE,TPE,0,1,0,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Taiwan,ASIA (EX. NEAR EAST),23036087,35980,640.3,4.35,0,6.4,23400,96.1,591,24,1,75,2,12.56,6.48,0.018,0.259,0.723
TAIWAN,TPE,TPE,0,1,4,5,Sydney 2000 Olympics Nations Medals.csv,2000,Taiwan,ASIA (EX. NEAR EAST),23036087,35980,640.3,4.35,0,6.4,23400,96.1,591,24,1,75,2,12.56,6.48,0.018,0.259,0.723
TAIWAN,TPE,TPE,2,2,1,5,Athens 2004 Olympics Nations Medals.csv,2004,Taiwan,ASIA (EX. NEAR EAST),23036087,35980,640.3,4.35,0,6.4,23400,96.1,591,24,1,75,2,12.56,6.48,0.018,0.259,0.723
TAIWAN,TPE,TPE,1,0,1,2,London 2012 Olympics Nations Medals.csv,2012,Taiwan,ASIA (EX. NEAR EAST),23036087,35980,640.3,4.35,0,6.4,23400,96.1,591,24,1,75,2,12.56,6.48,0.018,0.259,0.723
TAIWAN,TPE,TPE,1,0,2,3,Rio 2016 Olympics Nations Medals.csv,2016,Taiwan,ASIA (EX. NEAR EAST),23036087,35980,640.3,4.35,0,6.4,23400,96.1,591,24,1,75,2,12.56,6.48,0.018,0.259,0.723
TAIWAN,TPE,TPE,2,4,6,12,Tokyo 2020 Olympics Nations Medals.csv,2020,Taiwan,ASIA (EX. NEAR EAST),23036087,35980,640.3,4.35,0,6.4,23400,96.1,591,24,1,75,2,12.56,6.48,0.018,0.259,0.723
TAIWAN,TPE,TPE,2,0,5,7,Paris 2024 Olympics_Nations Medals.csv,2024,Taiwan,ASIA (EX. NEAR EAST),23036087,35980,640.3,4.35,0,6.4,23400,96.1,591,24,1,75,2,12.56,6.48,0.018,0.259,0.723
TRINIDAD AND TOBAGO,TTO,TTO,0,0,2,2,Atlanta 1996 Olympics Nations Medals.csv,1996,,,,,,,,,,,,,,,,,,,,
TRINIDAD AND TOBAGO,TTO,TTO,0,1,1,2,Sydney 2000 Olympics Nations Medals.csv,2000,,,,,,,,,,,,,,,,,,,,
TRINIDAD AND TOBAGO,TTO,TTO,0,0,1,1,Athens 2004 Olympics Nations Medals.csv,2004,,,,,,,,,,,,,,,,,,,,
TRINIDAD AND TOBAGO,TTO,TTO,1,1,2,4,London 2012 Olympics Nations Medals.csv,2012,,,,,,,,,,,,,,,,,,,,
TRINIDAD AND TOBAGO,TTO,TTO,0,0,1,1,Rio 2016 Olympics Nations Medals.csv,2016,,,,,,,,,,,,,,,,,,,,
TUNISIA,TUN,TUN,0,0,1,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Tunisia,NORTHERN AFRICA,10175014,163610,62.2,0.7,-0.57,24.77,6900,74.2,123.6,17.86,13.74,68.4,3,15.52,5.13,0.132,0.318,0.55
TUNISIA,TUN,TUN,2,0,1,3,London 2012 Olympics Nations Medals.csv,2012,Tunisia,NORTHERN AFRICA,10175014,163610,62.2,0.7,-0.57,24.77,6900,74.2,123.6,17.86,13.74,68.4,3,15.52,5.13,0.132,0.318,0.55
TUNISIA,TUN,TUN,0,0,3,3,Rio 2016 Olympics Nations Medals.csv,2016,Tunisia,NORTHERN AFRICA,10175014,163610,62.2,0.7,-0.57,24.77,6900,74.2,123.6,17.86,13.74,68.4,3,15.52,5.13,0.132,0.318,0.55
TUNISIA,TUN,TUN,1,1,0,2,Tokyo 2020 Olympics Nations Medals.csv,2020,Tunisia,NORTHERN AFRICA,10175014,163610,62.2,0.7,-0.57,24.77,6900,74.2,123.6,17.86,13.74,68.4,3,15.52,5.13,0.132,0.318,0.55
TUNISIA,TUN,TUN,1,1,1,3,Paris 2024 Olympics_Nations Medals.csv,2024,Tunisia,NORTHERN AFRICA,10175014,163610,62.2,0.7,-0.57,24.77,6900,74.2,123.6,17.86,13.74,68.4,3,15.52,5.13,0.132,0.318,0.55
TURKEY,TUR,TUR,4,1,1,6,Atlanta 1996 Olympics Nations Medals.csv,1996,Turkey,NEAR EAST,70413958,780580,90.2,0.92,0,41.04,6700,86.5,269.5,30.93,3.31,65.76,3,16.62,5.97,0.117,0.298,0.585
TURKEY,TUR,TUR,3,0,2,5,Sydney 2000 Olympics Nations Medals.csv,2000,Turkey,NEAR EAST,70413958,780580,90.2,0.92,0,41.04,6700,86.5,269.5,30.93,3.31,65.76,3,16.62,5.97,0.117,0.298,0.585
TURKEY,TUR,TUR,3,4,4,11,Athens 2004 Olympics Nations Medals.csv,2004,Turkey,NEAR EAST,70413958,780580,90.2,0.92,0,41.04,6700,86.5,269.5,30.93,3.31,65.76,3,16.62,5.97,0.117,0.298,0.585
TURKEY,TUR,TUR,1,1,1,3,London 2012 Olympics Nations Medals.csv,2012,Turkey,NEAR EAST,70413958,780580,90.2,0.92,0,41.04,6700,86.5,269.5,30.93,3.31,65.76,3,16.62,5.97,0.117,0.298,0.585
TURKEY,TUR,TUR,1,3,4,8,Rio 2016 Olympics Nations Medals.csv,2016,Turkey,NEAR EAST,70413958,780580,90.2,0.92,0,41.04,6700,86.5,269.5,30.93,3.31,65.76,3,16.62,5.97,0.117,0.298,0.585
TURKEY,TUR,TUR,2,2,9,13,Tokyo 2020 Olympics Nations Medals.csv,2020,Turkey,NEAR EAST,70413958,780580,90.2,0.92,0,41.04,6700,86.5,269.5,30.93,3.31,65.76,3,16.62,5.97,0.117,0.298,0.585
TURKEY,TUR,TUR,0,3,5,8,Paris 2024 Olympics_Nations Medals.csv,2024,Turkey,NEAR EAST,70413958,780580,90.2,0.92,0,41.04,6700,86.5,269.5,30.93,3.31,65.76,3,16.62,5.97,0.117,0.298,0.585
UNITED ARAB EMIRATES,UAE,UAE,1,0,0,1,Athens 2004 Olympics Nations Medals.csv,2004,United Arab Emirates,NEAR EAST,2602713,82880,31.4,1.59,1.03,14.51,23200,77.9,475.3,0.6,2.25,97.15,1,18.96,4.4,0.04,0.585,0.375
UNITED ARAB EMIRATES,UAE,UAE,0,0,1,1,Rio 2016 Olympics Nations Medals.csv,2016,United Arab Emirates,NEAR EAST,2602713,82880,31.4,1.59,1.03,14.51,23200,77.9,475.3,0.6,2.25,97.15,1,18.96,4.4,0.04,0.585,0.375
UGANDA,UGA,UGA,0,0,1,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Uganda,SUB-SAHARAN AFRICA,28195754,236040,119.5,0,0,67.83,1400,69.9,3.6,25.88,10.65,63.47,2,47.35,12.24,0.311,0.222,0.469
UGANDA,UGA,UGA,1,0,0,1,London 2012 Olympics Nations Medals.csv,2012,Uganda,SUB-SAHARAN AFRICA,28195754,236040,119.5,0,0,67.83,1400,69.9,3.6,25.88,10.65,63.47,2,47.35,12.24,0.311,0.222,0.469
UGANDA,UGA,UGA,2,1,1,4,Tokyo 2020 Olympics Nations Medals.csv,2020,Uganda,SUB-SAHARAN AFRICA,28195754,236040,119.5,0,0,67.83,1400,69.9,3.6,25.88,10.65,63.47,2,47.35,12.24,0.311,0.222,0.469
UGANDA,UGA,UGA,1,1,0,2,Paris 2024 Olympics_Nations Medals.csv,2024,Uganda,SUB-SAHARAN AFRICA,28195754,236040,119.5,0,0,67.83,1400,69.9,3.6,25.88,10.65,63.47,2,47.35,12.24,0.311,0.222,0.469
UKRAINE,UKR,UKR,1,0,1,2,Lillehammer 1994 Olympics Nations Medals.csv,1994,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,9,2,12,23,Atlanta 1996 Olympics Nations Medals.csv,1996,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,0,1,0,1,Nagano 1998 Olympics Nations Medals.csv,1998,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,3,10,10,23,Sydney 2000 Olympics Nations Medals.csv,2000,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,8,5,9,22,Athens 2004 Olympics Nations Medals.csv,2004,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,0,0,2,2,Torino 2006 Olympics Nations Medals.csv,2006,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,5,4,10,19,London 2012 Olympics Nations Medals.csv,2012,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,1,1,0,2,Sochi 2014 Olympics Nations Medals.csv,2014,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,2,5,4,11,Rio 2016 Olympics Nations Medals.csv,2016,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,1,0,0,1,PyeongChang 2018 Olympics Nations Medals.csv,2018,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,1,6,12,19,Tokyo 2020 Olympics Nations Medals.csv,2020,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,0,1,0,1,beijing_2022_Olympics_Nations_Medals.csv,2022,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
UKRAINE,UKR,UKR,3,5,4,12,Paris 2024 Olympics_Nations Medals.csv,2024,Ukraine,C.W. OF IND. STATES,46710816,603700,77.4,0.46,-0.39,20.34,5400,99.7,259.9,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361
URUGUAY,URU,URU,0,1,0,1,Sydney 2000 Olympics Nations Medals.csv,2000,Uruguay,LATIN AMER. & CARIB,3431932,176220,19.5,0.37,-0.32,11.95,12800,98,291.4,7.43,0.23,92.34,3,13.91,9.05,0.093,0.311,0.596
UNITED STATES,USA,USA,6,5,2,13,Lillehammer 1994 Olympics Nations Medals.csv,1994,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,44,32,25,101,Atlanta 1996 Olympics Nations Medals.csv,1996,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,6,3,4,13,Nagano 1998 Olympics Nations Medals.csv,1998,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,37,24,32,93,Sydney 2000 Olympics Nations Medals.csv,2000,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,10,13,11,34,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,36,39,26,101,Athens 2004 Olympics Nations Medals.csv,2004,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,9,9,7,25,Torino 2006 Olympics Nations Medals.csv,2006,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,9,15,13,37,Vancouver 2010 Olympics Nations Medals.csv,2010,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,48,26,30,104,London 2012 Olympics Nations Medals.csv,2012,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,9,9,10,28,Sochi 2014 Olympics Nations Medals.csv,2014,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,46,37,38,121,Rio 2016 Olympics Nations Medals.csv,2016,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,9,8,6,23,PyeongChang 2018 Olympics Nations Medals.csv,2018,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,39,41,33,113,Tokyo 2020 Olympics Nations Medals.csv,2020,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,8,10,7,25,beijing_2022_Olympics_Nations_Medals.csv,2022,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UNITED STATES,USA,USA,40,44,42,126,Paris 2024 Olympics_Nations Medals.csv,2024,United States,NORTHERN AMERICA,298444215,9631420,31,0.21,3.41,6.5,37800,97,898,19.13,0.22,80.65,3,14.14,8.26,0.01,0.204,0.787
UZBEKISTAN,UZB,UZB,1,0,0,1,Lillehammer 1994 Olympics Nations Medals.csv,1994,Uzbekistan,C.W. OF IND. STATES,27307134,447400,61,0,-1.72,71.1,1700,99.3,62.9,10.83,0.83,88.34,1,26.36,7.84,0.342,0.229,0.43
UZBEKISTAN,UZB,UZB,0,1,1,2,Atlanta 1996 Olympics Nations Medals.csv,1996,Uzbekistan,C.W. OF IND. STATES,27307134,447400,61,0,-1.72,71.1,1700,99.3,62.9,10.83,0.83,88.34,1,26.36,7.84,0.342,0.229,0.43
