CountryKey,NOC,Country,Gold,Silver,Bronze,Total,SourceFile,Year,country_full,region,population,area_(sq._mi.),pop._density_(per_sq._mi.),coastline_(coast_area_ratio),net_migration,infant_mortality_(per_1000_births),gdp_($_per_capita),literacy_(percent),phones_(per_1000),arable_(percent),crops_(percent),other_(percent),climate,birthrate,deathrate,agriculture,industry,service
SOUTH KOREA,KOR,KOR,13,9,9,31,London 2012 Olympics Nations Medals.csv,2012,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,3,3,2,8,Sochi 2014 Olympics Nations Medals.csv,2014,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,9,3,9,21,Rio 2016 Olympics Nations Medals.csv,2016,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,5,8,4,17,PyeongChang 2018 Olympics Nations Medals.csv,2018,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,6,4,10,20,Tokyo 2020 Olympics Nations Medals.csv,2020,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,2,5,2,9,beijing_2022_Olympics_Nations_Medals.csv,2022,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,13,9,10,32,Paris 2024 Olympics_Nations Medals.csv,2024,,,,,,,,,,,,,,,,,,,,
KOSOVO,KOS,KOS,1,0,0,1,Rio 2016 Olympics Nations Medals.csv,2016,,,,,,,,,,,,,,,,,,,,
KOSOVO,KOS,KOS,2,0,0,2,Tokyo 2020 Olympics Nations Medals.csv,2020,,,,,,,,,,,,,,,,,,,,
KOSOVO,KOS,KOS,0,1,1,2,Paris 2024 Olympics_Nations Medals.csv,2024,,,,,,,,,,,,,,,,,,,,
SAUDI ARABIA,KSA,KSA,0,1,1,2,Sydney 2000 Olympics Nations Medals.csv,2000,Saudi Arabia,NEAR EAST,27019731,1960582,13.8,0.13,-2.71,13.24,11800,78.8,140.6,1.67,0.09,98.24,1,29.34,2.58,0.033,0.613,0.354
SAUDI ARABIA,KSA,KSA,0,0,1,1,London 2012 Olympics Nations Medals.csv,2012,Saudi Arabia,NEAR EAST,27019731,1960582,13.8,0.13,-2.71,13.24,11800,78.8,140.6,1.67,0.09,98.24,1,29.34,2.58,0.033,0.613,0.354
SAUDI ARABIA,KSA,KSA,0,1,0,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Saudi Arabia,NEAR EAST,27019731,1960582,13.8,0.13,-2.71,13.24,11800,78.8,140.6,1.67,0.09,98.24,1,29.34,2.58,0.033,0.613,0.354
KUWAIT,KUW,KUW,0,0,1,1,Sydney 2000 Olympics Nations Medals.csv,2000,Kuwait,NEAR EAST,2418393,17820,135.7,2.8,14.18,9.95,19000,83.5,211,0.73,0.11,99.16,1,21.94,2.41,0.004,0.479,0.516
KUWAIT,KUW,KUW,0,0,1,1,London 2012 Olympics Nations Medals.csv,2012,Kuwait,NEAR EAST,2418393,17820,135.7,2.8,14.18,9.95,19000,83.5,211,0.73,0.11,99.16,1,21.94,2.41,0.004,0.479,0.516
KUWAIT,KUW,KUW,0,0,1,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Kuwait,NEAR EAST,2418393,17820,135.7,2.8,14.18,9.95,19000,83.5,211,0.73,0.11,99.16,1,21.94,2.41,0.004,0.479,0.516
LATVIA,LAT,LAT,0,1,0,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Latvia,BALTICS,2274735,64589,35.2,0.82,-2.23,9.55,10200,99.8,321.4,29.67,0.47,69.86,3,9.24,13.66,0.04,0.261,0.699
LATVIA,LAT,LAT,1,1,1,3,Sydney 2000 Olympics Nations Medals.csv,2000,Latvia,BALTICS,2274735,64589,35.2,0.82,-2.23,9.55,10200,99.8,321.4,29.67,0.47,69.86,3,9.24,13.66,0.04,0.261,0.699
LATVIA,LAT,LAT,0,4,0,4,Athens 2004 Olympics Nations Medals.csv,2004,Latvia,BALTICS,2274735,64589,35.2,0.82,-2.23,9.55,10200,99.8,321.4,29.67,0.47,69.86,3,9.24,13.66,0.04,0.261,0.699
LATVIA,LAT,LAT,0,0,1,1,Torino 2006 Olympics Nations Medals.csv,2006,Latvia,BALTICS,2274735,64589,35.2,0.82,-2.23,9.55,10200,99.8,321.4,29.67,0.47,69.86,3,9.24,13.66,0.04,0.261,0.699
LATVIA,LAT,LAT,0,2,0,2,Vancouver 2010 Olympics Nations Medals.csv,2010,Latvia,BALTICS,2274735,64589,35.2,0.82,-2.23,9.55,10200,99.8,321.4,29.67,0.47,69.86,3,9.24,13.66,0.04,0.261,0.699
LATVIA,LAT,LAT,1,0,1,2,London 2012 Olympics Nations Medals.csv,2012,Latvia,BALTICS,2274735,64589,35.2,0.82,-2.23,9.55,10200,99.8,321.4,29.67,0.47,69.86,3,9.24,13.66,0.04,0.261,0.699
LATVIA,LAT,LAT,1,1,3,5,Sochi 2014 Olympics Nations Medals.csv,2014,Latvia,BALTICS,2274735,64589,35.2,0.82,-2.23,9.55,10200,99.8,321.4,29.67,0.47,69.86,3,9.24,13.66,0.04,0.261,0.699
LATVIA,LAT,LAT,0,0,1,1,PyeongChang 2018 Olympics Nations Medals.csv,2018,Latvia,BALTICS,2274735,64589,35.2,0.82,-2.23,9.55,10200,99.8,321.4,29.67,0.47,69.86,3,9.24,13.66,0.04,0.261,0.699
LATVIA,LAT,LAT,1,0,1,2,Tokyo 2020 Olympics Nations Medals.csv,2020,Latvia,BALTICS,2274735,64589,35.2,0.82,-2.23,9.55,10200,99.8,321.4,29.67,0.47,69.86,3,9.24,13.66,0.04,0.261,0.699
SAINT LUCIA,LCA,LCA,1,1,0,2,Paris 2024 Olympics_Nations Medals.csv,2024,Saint Lucia,LATIN AMER. & CARIB,168458,616,273.5,25.65,-2.67,13.53,5400,67,303.3,6.56,22.95,70.49,2,19.68,5.08,0.07,0.2,0.73
LIECHTENSTEIN,LIE,LIE,0,0,1,1,PyeongChang 2018 Olympics Nations Medals.csv,2018,Liechtenstein,WESTERN EUROPE,33987,160,212.4,0,4.85,4.7,25000,100,585.5,25,0,75,4,10.21,7.18,0.06,0.39,0.55
LITHUANIA,LTU,LTU,0,0,1,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Lithuania,BALTICS,3585906,65200,55,0.14,-0.71,6.89,11400,99.6,223.4,45.22,0.91,53.87,,8.75,10.98,0.055,0.325,0.62
LITHUANIA,LTU,LTU,2,0,3,5,Sydney 2000 Olympics Nations Medals.csv,2000,Lithuania,BALTICS,3585906,65200,55,0.14,-0.71,6.89,11400,99.6,223.4,45.22,0.91,53.87,,8.75,10.98,0.055,0.325,0.62
LITHUANIA,LTU,LTU,1,2,0,3,Athens 2004 Olympics Nations Medals.csv,2004,Lithuania,BALTICS,3585906,65200,55,0.14,-0.71,6.89,11400,99.6,223.4,45.22,0.91,53.87,,8.75,10.98,0.055,0.325,0.62
LITHUANIA,LTU,LTU,2,0,3,5,London 2012 Olympics Nations Medals.csv,2012,Lithuania,BALTICS,3585906,65200,55,0.14,-0.71,6.89,11400,99.6,223.4,45.22,0.91,53.87,,8.75,10.98,0.055,0.325,0.62
LITHUANIA,LTU,LTU,0,1,3,4,Rio 2016 Olympics Nations Medals.csv,2016,Lithuania,BALTICS,3585906,65200,55,0.14,-0.71,6.89,11400,99.6,223.4,45.22,0.91,53.87,,8.75,10.98,0.055,0.325,0.62
LITHUANIA,LTU,LTU,0,1,0,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Lithuania,BALTICS,3585906,65200,55,0.14,-0.71,6.89,11400,99.6,223.4,45.22,0.91,53.87,,8.75,10.98,0.055,0.325,0.62
LITHUANIA,LTU,LTU,0,2,2,4,Paris 2024 Olympics_Nations Medals.csv,2024,Lithuania,BALTICS,3585906,65200,55,0.14,-0.71,6.89,11400,99.6,223.4,45.22,0.91,53.87,,8.75,10.98,0.055,0.325,0.62
,LVA,LVA,0,0,1,1,beijing_2022_Olympics_Nations_Medals.csv,2022,,,,,,,,,,,,,,,,,,,,
MOROCCO,MAR,MAR,0,0,2,2,Atlanta 1996 Olympics Nations Medals.csv,1996,Morocco,NORTHERN AFRICA,33241259,446550,74.4,0.41,-0.98,41.62,4000,51.7,40.4,19.61,2.17,78.22,,21.98,5.58,0.217,0.357,0.426
MOROCCO,MAR,MAR,0,1,4,5,Sydney 2000 Olympics Nations Medals.csv,2000,Morocco,NORTHERN AFRICA,33241259,446550,74.4,0.41,-0.98,41.62,4000,51.7,40.4,19.61,2.17,78.22,,21.98,5.58,0.217,0.357,0.426
MOROCCO,MAR,MAR,2,1,0,3,Athens 2004 Olympics Nations Medals.csv,2004,Morocco,NORTHERN AFRICA,33241259,446550,74.4,0.41,-0.98,41.62,4000,51.7,40.4,19.61,2.17,78.22,,21.98,5.58,0.217,0.357,0.426
MOROCCO,MAR,MAR,0,0,1,1,London 2012 Olympics Nations Medals.csv,2012,Morocco,NORTHERN AFRICA,33241259,446550,74.4,0.41,-0.98,41.62,4000,51.7,40.4,19.61,2.17,78.22,,21.98,5.58,0.217,0.357,0.426
MOROCCO,MAR,MAR,0,0,1,1,Rio 2016 Olympics Nations Medals.csv,2016,Morocco,NORTHERN AFRICA,33241259,446550,74.4,0.41,-0.98,41.62,4000,51.7,40.4,19.61,2.17,78.22,,21.98,5.58,0.217,0.357,0.426
MOROCCO,MAR,MAR,1,0,0,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Morocco,NORTHERN AFRICA,33241259,446550,74.4,0.41,-0.98,41.62,4000,51.7,40.4,19.61,2.17,78.22,,21.98,5.58,0.217,0.357,0.426
MOROCCO,MAR,MAR,1,0,1,2,Paris 2024 Olympics_Nations Medals.csv,2024,Morocco,NORTHERN AFRICA,33241259,446550,74.4,0.41,-0.98,41.62,4000,51.7,40.4,19.61,2.17,78.22,,21.98,5.58,0.217,0.357,0.426
MALAYSIA,MAS,MAS,0,1,1,2,Atlanta 1996 Olympics Nations Medals.csv,1996,Malaysia,ASIA (EX. NEAR EAST),24385858,329750,74,1.42,0,17.7,9000,88.7,179,5.48,17.61,76.91,2,22.86,5.05,0.084,0.48,0.436
MALAYSIA,MAS,MAS,0,1,1,2,London 2012 Olympics Nations Medals.csv,2012,Malaysia,ASIA (EX. NEAR EAST),24385858,329750,74,1.42,0,17.7,9000,88.7,179,5.48,17.61,76.91,2,22.86,5.05,0.084,0.48,0.436
MALAYSIA,MAS,MAS,0,4,1,5,Rio 2016 Olympics Nations Medals.csv,2016,Malaysia,ASIA (EX. NEAR EAST),24385858,329750,74,1.42,0,17.7,9000,88.7,179,5.48,17.61,76.91,2,22.86,5.05,0.084,0.48,0.436
MALAYSIA,MAS,MAS,0,1,1,2,Tokyo 2020 Olympics Nations Medals.csv,2020,Malaysia,ASIA (EX. NEAR EAST),24385858,329750,74,1.42,0,17.7,9000,88.7,179,5.48,17.61,76.91,2,22.86,5.05,0.084,0.48,0.436
MALAYSIA,MAS,MAS,0,0,2,2,Paris 2024 Olympics_Nations Medals.csv,2024,Malaysia,ASIA (EX. NEAR EAST),24385858,329750,74,1.42,0,17.7,9000,88.7,179,5.48,17.61,76.91,2,22.86,5.05,0.084,0.48,0.436
MOLDOVA,MDA,MDA,0,1,1,2,Atlanta 1996 Olympics Nations Medals.csv,1996,Moldova,C.W. OF IND. STATES,4466706,33843,132,0,-0.26,40.42,1800,99.1,208.1,55.3,10.79,33.91,,15.7,12.64,0.213,0.233,0.555
MOLDOVA,MDA,MDA,0,1,1,2,Sydney 2000 Olympics Nations Medals.csv,2000,Moldova,C.W. OF IND. STATES,4466706,33843,132,0,-0.26,40.42,1800,99.1,208.1,55.3,10.79,33.91,,15.7,12.64,0.213,0.233,0.555
MOLDOVA,MDA,MDA,0,0,1,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Moldova,C.W. OF IND. STATES,4466706,33843,132,0,-0.26,40.42,1800,99.1,208.1,55.3,10.79,33.91,,15.7,12.64,0.213,0.233,0.555
MOLDOVA,MDA,MDA,0,1,3,4,Paris 2024 Olympics_Nations Medals.csv,2024,Moldova,C.W. OF IND. STATES,4466706,33843,132,0,-0.26,40.42,1800,99.1,208.1,55.3,10.79,33.91,,15.7,12.64,0.213,0.233,0.555
MEXICO,MEX,MEX,0,0,1,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Mexico,LATIN AMER. & CARIB,107449525,1972550,54.5,0.47,-4.87,20.91,9000,92.2,181.6,12.99,1.31,85.7,"1,5",20.69,4.74,0.038,0.259,0.702
MEXICO,MEX,MEX,1,2,3,6,Sydney 2000 Olympics Nations Medals.csv,2000,Mexico,LATIN AMER. & CARIB,107449525,1972550,54.5,0.47,-4.87,20.91,9000,92.2,181.6,12.99,1.31,85.7,"1,5",20.69,4.74,0.038,0.259,0.702
MEXICO,MEX,MEX,0,3,1,4,Athens 2004 Olympics Nations Medals.csv,2004,Mexico,LATIN AMER. & CARIB,107449525,1972550,54.5,0.47,-4.87,20.91,9000,92.2,181.6,12.99,1.31,85.7,"1,5",20.69,4.74,0.038,0.259,0.702
MEXICO,MEX,MEX,1,3,4,8,London 2012 Olympics Nations Medals.csv,2012,Mexico,LATIN AMER. & CARIB,107449525,1972550,54.5,0.47,-4.87,20.91,9000,92.2,181.6,12.99,1.31,85.7,"1,5",20.69,4.74,0.038,0.259,0.702
MEXICO,MEX,MEX,0,3,2,5,Rio 2016 Olympics Nations Medals.csv,2016,Mexico,LATIN AMER. & CARIB,107449525,1972550,54.5,0.47,-4.87,20.91,9000,92.2,181.6,12.99,1.31,85.7,"1,5",20.69,4.74,0.038,0.259,0.702
MEXICO,MEX,MEX,0,0,4,4,Tokyo 2020 Olympics Nations Medals.csv,2020,Mexico,LATIN AMER. & CARIB,107449525,1972550,54.5,0.47,-4.87,20.91,9000,92.2,181.6,12.99,1.31,85.7,"1,5",20.69,4.74,0.038,0.259,0.702
MEXICO,MEX,MEX,0,3,2,5,Paris 2024 Olympics_Nations Medals.csv,2024,Mexico,LATIN AMER. & CARIB,107449525,1972550,54.5,0.47,-4.87,20.91,9000,92.2,181.6,12.99,1.31,85.7,"1,5",20.69,4.74,0.038,0.259,0.702
MONGOLIA,MGL,MGL,0,0,1,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Mongolia,ASIA (EX. NEAR EAST),2832224,1564116,1.8,0,0,53.79,1800,97.8,55.1,0.77,0,99.23,1,21.59,6.95,0.206,0.214,0.58
MONGOLIA,MGL,MGL,0,0,1,1,Athens 2004 Olympics Nations Medals.csv,2004,Mongolia,ASIA (EX. NEAR EAST),2832224,1564116,1.8,0,0,53.79,1800,97.8,55.1,0.77,0,99.23,1,21.59,6.95,0.206,0.214,0.58
MONGOLIA,MGL,MGL,0,2,3,5,London 2012 Olympics Nations Medals.csv,2012,Mongolia,ASIA (EX. NEAR EAST),2832224,1564116,1.8,0,0,53.79,1800,97.8,55.1,0.77,0,99.23,1,21.59,6.95,0.206,0.214,0.58
MONGOLIA,MGL,MGL,0,1,1,2,Rio 2016 Olympics Nations Medals.csv,2016,Mongolia,ASIA (EX. NEAR EAST),2832224,1564116,1.8,0,0,53.79,1800,97.8,55.1,0.77,0,99.23,1,21.59,6.95,0.206,0.214,0.58
MONGOLIA,MGL,MGL,0,1,3,4,Tokyo 2020 Olympics Nations Medals.csv,2020,Mongolia,ASIA (EX. NEAR EAST),2832224,1564116,1.8,0,0,53.79,1800,97.8,55.1,0.77,0,99.23,1,21.59,6.95,0.206,0.214,0.58
MONGOLIA,MGL,MGL,0,1,0,1,Paris 2024 Olympics_Nations Medals.csv,2024,Mongolia,ASIA (EX. NEAR EAST),2832224,1564116,1.8,0,0,53.79,1800,97.8,55.1,0.77,0,99.23,1,21.59,6.95,0.206,0.214,0.58
NORTH MACEDONIA,MKD,MKD,0,0,1,1,Sydney 2000 Olympics Nations Medals.csv,2000,,,,,,,,,,,,,,,,,,,,
NORTH MACEDONIA,MKD,MKD,0,1,0,1,Tokyo 2020 Olympics Nations Medals.csv,2020,,,,,,,,,,,,,,,,,,,,
MONTENEGRO,MNE,MNE,0,1,0,1,London 2012 Olympics Nations Medals.csv,2012,,,,,,,,,,,,,,,,,,,,
MOZAMBIQUE,MOZ,MOZ,0,0,1,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Mozambique,SUB-SAHARAN AFRICA,19686505,801590,24.6,0.31,0,130.79,1200,47.8,3.5,5.1,0.3,94.6,2,35.18,21.35,0.262,0.348,0.39
MOZAMBIQUE,MOZ,MOZ,1,0,0,1,Sydney 2000 Olympics Nations Medals.csv,2000,Mozambique,SUB-SAHARAN AFRICA,19686505,801590,24.6,0.31,0,130.79,1200,47.8,3.5,5.1,0.3,94.6,2,35.18,21.35,0.262,0.348,0.39
NAMIBIA,NAM,NAM,0,2,0,2,Atlanta 1996 Olympics Nations Medals.csv,1996,Namibia,SUB-SAHARAN AFRICA,2044147,825418,2.5,0.19,0,48.98,7200,84,62.6,0.99,0,99.01,1,24.32,18.86,0.097,0.315,0.588
NAMIBIA,NAM,NAM,0,1,0,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Namibia,SUB-SAHARAN AFRICA,2044147,825418,2.5,0.19,0,48.98,7200,84,62.6,0.99,0,99.01,1,24.32,18.86,0.097,0.315,0.588
NETHERLANDS,NED,NED,0,1,3,4,Lillehammer 1994 Olympics Nations Medals.csv,1994,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,4,5,10,19,Atlanta 1996 Olympics Nations Medals.csv,1996,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,5,4,2,11,Nagano 1998 Olympics Nations Medals.csv,1998,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,12,9,4,25,Sydney 2000 Olympics Nations Medals.csv,2000,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,3,5,0,8,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,4,9,9,22,Athens 2004 Olympics Nations Medals.csv,2004,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,3,2,4,9,Torino 2006 Olympics Nations Medals.csv,2006,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,4,1,3,8,Vancouver 2010 Olympics Nations Medals.csv,2010,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,6,6,8,20,London 2012 Olympics Nations Medals.csv,2012,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,8,7,9,24,Sochi 2014 Olympics Nations Medals.csv,2014,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,8,7,4,19,Rio 2016 Olympics Nations Medals.csv,2016,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,8,6,6,20,PyeongChang 2018 Olympics Nations Medals.csv,2018,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,10,12,14,36,Tokyo 2020 Olympics Nations Medals.csv,2020,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,8,5,4,17,beijing_2022_Olympics_Nations_Medals.csv,2022,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NETHERLANDS,NED,NED,15,7,12,34,Paris 2024 Olympics_Nations Medals.csv,2024,Netherlands,WESTERN EUROPE,16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736
NIGERIA,NGR,NGR,2,1,3,6,Atlanta 1996 Olympics Nations Medals.csv,1996,Nigeria,SUB-SAHARAN AFRICA,131859731,923768,142.7,0.09,0.26,98.8,900,68,9.3,31.29,2.96,65.75,"1,5",40.43,16.94,0.269,0.487,0.244
NIGERIA,NGR,NGR,1,2,0,3,Sydney 2000 Olympics Nations Medals.csv,2000,Nigeria,SUB-SAHARAN AFRICA,131859731,923768,142.7,0.09,0.26,98.8,900,68,9.3,31.29,2.96,65.75,"1,5",40.43,16.94,0.269,0.487,0.244
NIGERIA,NGR,NGR,0,0,2,2,Athens 2004 Olympics Nations Medals.csv,2004,Nigeria,SUB-SAHARAN AFRICA,131859731,923768,142.7,0.09,0.26,98.8,900,68,9.3,31.29,2.96,65.75,"1,5",40.43,16.94,0.269,0.487,0.244
NIGERIA,NGR,NGR,0,0,1,1,Rio 2016 Olympics Nations Medals.csv,2016,Nigeria,SUB-SAHARAN AFRICA,131859731,923768,142.7,0.09,0.26,98.8,900,68,9.3,31.29,2.96,65.75,"1,5",40.43,16.94,0.269,0.487,0.244
NIGERIA,NGR,NGR,0,1,1,2,Tokyo 2020 Olympics Nations Medals.csv,2020,Nigeria,SUB-SAHARAN AFRICA,131859731,923768,142.7,0.09,0.26,98.8,900,68,9.3,31.29,2.96,65.75,"1,5",40.43,16.94,0.269,0.487,0.244
NIGER,NIG,NIG,0,1,0,1,Rio 2016 Olympics Nations Medals.csv,2016,Niger,SUB-SAHARAN AFRICA,12525094,1267000,9.9,0,-0.67,121.69,800,17.6,1.9,3.54,0.01,96.45,1,50.73,20.91,0.39,0.17,0.44
NORWAY,NOR,NOR,10,11,5,26,Lillehammer 1994 Olympics Nations Medals.csv,1994,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,2,2,3,7,Atlanta 1996 Olympics Nations Medals.csv,1996,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,10,10,5,25,Nagano 1998 Olympics Nations Medals.csv,1998,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,4,3,3,10,Sydney 2000 Olympics Nations Medals.csv,2000,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,13,5,7,25,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,5,0,1,6,Athens 2004 Olympics Nations Medals.csv,2004,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,2,8,9,19,Torino 2006 Olympics Nations Medals.csv,2006,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,9,8,6,23,Vancouver 2010 Olympics Nations Medals.csv,2010,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,2,1,1,4,London 2012 Olympics Nations Medals.csv,2012,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,11,6,9,26,Sochi 2014 Olympics Nations Medals.csv,2014,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,0,0,4,4,Rio 2016 Olympics Nations Medals.csv,2016,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,14,14,11,39,PyeongChang 2018 Olympics Nations Medals.csv,2018,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,4,2,2,8,Tokyo 2020 Olympics Nations Medals.csv,2020,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,16,8,13,37,beijing_2022_Olympics_Nations_Medals.csv,2022,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NORWAY,NOR,NOR,4,1,3,8,Paris 2024 Olympics_Nations Medals.csv,2024,Norway,WESTERN EUROPE,4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564
NEW ZEALAND,NZL,NZL,3,2,1,6,Atlanta 1996 Olympics Nations Medals.csv,1996,New Zealand,OCEANIA,4076140,268680,15.2,5.63,4.05,5.85,21600,99,441.7,5.6,6.99,87.41,3,13.76,7.53,0.043,0.273,0.684
NEW ZEALAND,NZL,NZL,1,0,3,4,Sydney 2000 Olympics Nations Medals.csv,2000,New Zealand,OCEANIA,4076140,268680,15.2,5.63,4.05,5.85,21600,99,441.7,5.6,6.99,87.41,3,13.76,7.53,0.043,0.273,0.684
NEW ZEALAND,NZL,NZL,3,2,0,5,Athens 2004 Olympics Nations Medals.csv,2004,New Zealand,OCEANIA,4076140,268680,15.2,5.63,4.05,5.85,21600,99,441.7,5.6,6.99,87.41,3,13.76,7.53,0.043,0.273,0.684
NEW ZEALAND,NZL,NZL,6,2,5,13,London 2012 Olympics Nations Medals.csv,2012,New Zealand,OCEANIA,4076140,268680,15.2,5.63,4.05,5.85,21600,99,441.7,5.6,6.99,87.41,3,13.76,7.53,0.043,0.273,0.684
